/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv2.0/cv2.0.1/conv/Conv,/model.23/cv2.1/cv2.1.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
1,1,0,1,0,0,1,1,1,1,0,0,29.955947875976562
1,0,0,0,0,1,0,1,0,0,1,0,30.53863525390625
1,0,1,1,1,0,1,1,1,0,1,1,29.739055633544922
1,1,0,1,1,1,1,1,0,0,1,1,30.352184295654297
1,1,0,0,1,1,1,1,1,1,1,1,29.238357543945312
1,1,0,0,1,1,0,0,0,0,0,1,30.471181869506836
1,1,1,1,0,1,1,1,1,0,0,0,30.05989646911621
1,0,0,0,1,0,1,1,1,1,1,1,29.399511337280273
0,0,1,1,1,0,0,1,0,0,1,0,34.43362808227539
0,1,0,0,0,1,1,1,0,0,1,0,39.795291900634766
0,0,1,0,1,0,0,0,1,1,1,0,33.32012176513672
1,1,1,0,1,1,0,1,0,1,1,1,29.74556541442871
0,0,1,0,1,1,0,1,1,0,1,1,34.23489761352539
0,0,0,0,1,0,0,1,1,0,0,0,35.05756759643555
1,1,0,0,0,0,0,0,1,1,1,1,29.470977783203125
1,0,1,0,1,1,1,0,1,0,1,1,29.763626098632812
1,0,0,0,1,0,0,0,0,1,0,1,30.303081512451172
1,0,1,0,1,0,1,1,1,1,0,0,29.447616577148438
0,1,1,1,1,1,1,1,0,1,1,0,33.096702575683594
0,1,0,0,1,0,1,1,1,0,0,1,34.51169204711914
1,0,1,1,0,1,0,1,1,1,1,1,29.262964248657227
0,0,0,1,0,0,1,0,0,0,1,0,42.14378356933594
1,0,1,0,1,0,0,1,0,0,1,1,30.249637603759766
1,0,0,1,1,0,0,1,0,1,0,0,30.210668563842773
0,1,1,0,1,1,1,1,1,1,1,1,32.75768280029297
0,0,1,0,1,0,1,1,0,0,0,0,34.70460891723633
0,1,0,1,0,0,1,1,1,1,0,0,35.219635009765625
0,1,1,0,1,0,0,0,0,0,1,1,34.29070281982422
0,0,0,0,1,0,1,1,0,0,1,0,34.721031188964844
0,0,0,1,0,0,0,0,1,1,0,0,35.70507049560547
1,0,0,0,0,0,0,1,0,1,0,0,30.468725204467773
1,1,0,1,1,0,0,1,0,1,1,1,29.96945571899414
0,1,1,0,0,0,0,0,0,0,0,1,43.82347869873047
0,1,1,0,0,1,0,1,1,1,1,1,33.64701843261719
0,1,1,0,1,1,0,0,0,1,1,0,33.134620666503906
0,1,0,0,1,1,0,0,0,1,1,0,33.41405487060547
0,0,1,0,0,0,1,0,0,1,1,1,36.466468811035156
0,0,1,1,1,1,0,0,0,1,0,1,33.73139190673828
0,0,1,1,1,0,0,1,1,0,1,0,34.510948181152344
0,0,1,0,1,0,1,0,0,1,0,1,34.058631896972656
0,1,0,1,1,0,0,1,0,1,0,1,33.75782012939453
1,0,1,1,1,1,1,0,1,1,1,1,29.30777931213379
1,0,1,0,1,0,0,0,1,0,0,1,29.627294540405273
0,0,0,0,0,0,0,0,0,1,1,1,37.00251770019531
0,0,0,0,0,0,0,1,0,0,1,0,42.9837532043457
1,1,0,1,1,0,1,0,1,0,1,0,29.972421646118164
1,0,1,0,1,0,0,0,1,0,1,0,29.787761688232422
1,1,1,1,1,1,0,1,1,0,0,1,29.29325294494629
1,0,0,1,1,1,1,1,1,1,1,1,29.318180084228516
1,0,0,1,1,1,1,0,1,0,1,0,29.976016998291016
1,0,1,1,0,0,1,1,1,1,1,0,29.665142059326172
1,0,0,0,0,0,0,0,0,1,1,1,30.105167388916016
1,0,1,0,0,0,0,1,0,0,0,0,30.79269027709961
0,1,0,1,1,1,1,1,1,1,1,0,33.166297912597656
0,1,0,1,1,1,1,0,1,0,1,1,34.30371856689453
0,0,0,1,0,0,1,1,0,0,0,1,44.075992584228516
0,0,1,1,0,0,1,0,0,0,1,0,41.14286422729492
1,0,0,0,1,0,1,1,1,0,0,0,29.91778564453125
1,1,1,0,1,0,1,1,1,1,1,1,29.20304298400879
0,0,0,0,1,0,0,1,1,0,0,1,34.870079040527344
0,0,1,1,0,0,0,1,1,1,1,1,34.14739227294922
0,1,0,0,0,1,1,0,0,1,0,1,37.23653030395508
0,1,1,1,1,1,1,0,1,0,0,0,34.44316482543945
1,0,1,1,1,1,0,0,1,0,0,1,29.498281478881836
1,1,1,1,1,1,0,1,1,1,1,0,28.928569793701172
1,1,0,0,0,1,1,0,1,0,1,1,29.982690811157227
0,1,1,1,1,1,0,1,1,0,1,0,34.137794494628906
0,1,1,0,1,0,1,1,1,0,0,1,34.241477966308594
1,0,0,1,0,0,0,0,0,1,0,0,30.567174911499023
0,0,0,1,1,1,0,0,1,1,0,0,33.220619201660156
1,1,0,1,1,0,1,0,1,1,1,1,29.389217376708984
0,0,0,0,1,0,1,1,0,1,1,1,33.58631896972656
0,1,1,0,0,1,0,1,1,0,1,1,35.69752883911133
0,1,1,1,1,1,0,1,1,0,0,1,34.01629638671875
