/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,output0,output1
0,1,0,0,0,1,1,1,0,1,1,0,461.54498291015625,59.554603576660156
1,1,1,1,1,1,0,0,1,0,1,1,2734.26904296875,208.63967895507812
0,0,0,1,1,0,0,0,1,1,0,1,761.35888671875,41.69373321533203
0,0,0,0,0,1,0,1,0,1,0,0,288.41302490234375,29.469873428344727
1,0,1,1,0,1,1,1,0,0,0,0,2521.047607421875,206.85391235351562
1,0,1,0,1,0,1,0,0,1,1,1,2716.9296875,208.3674774169922
1,0,1,1,0,1,0,0,1,1,0,0,2494.30615234375,203.35072326660156
1,0,0,1,0,0,0,0,1,1,1,1,2565.17431640625,205.0587921142578
0,1,1,0,0,0,1,0,0,0,1,1,507.7884826660156,57.62213134765625
0,1,0,0,1,0,0,0,0,0,1,0,641.3411865234375,38.09172821044922
1,1,1,1,1,1,1,0,1,1,0,0,2606.2998046875,206.09536743164062
0,0,0,0,1,1,0,0,1,0,1,1,654.7950439453125,33.1197395324707
0,1,0,1,1,1,1,0,1,1,0,1,809.3702392578125,66.37303161621094
0,0,0,0,1,1,1,0,0,1,1,1,751.262451171875,48.90578079223633
1,0,1,1,0,1,0,1,0,0,1,1,2625.6865234375,206.9191131591797
1,1,1,0,1,1,0,0,1,0,0,0,2600.43408203125,202.2101593017578
1,1,1,0,0,1,0,0,0,1,0,0,2554.88720703125,202.38742065429688
1,0,1,1,0,0,0,0,0,1,1,0,2497.09619140625,201.19729614257812
0,1,1,1,1,0,0,0,0,0,0,0,720.5379638671875,41.281455993652344
0,0,1,0,0,0,0,1,0,0,1,1,445.4498596191406,35.53702163696289
