block_0,block_1,block_2,block_3,block_4,block_5,block_6,block_7,block_8,block_9,block_10,block_11,map50,map50_95,map75
0,1,0,1,0,0,0,1,1,0,1,0,0.36348175678545375,0.28688062985219565,0.3097157307770646
1,1,1,1,0,0,1,0,1,1,1,1,0.3432597618880704,0.27520461600581053,0.2990535931563711
0,1,0,0,0,1,1,0,1,0,1,1,0.3583674350277933,0.28504965746940303,0.3082350516397689
0,0,0,0,1,1,1,0,1,1,1,0,0.3615217274691213,0.2873415129445049,0.3145516518643023
0,0,0,0,1,0,0,1,1,1,1,0,0.36402610377043154,0.28506386394053684,0.3081450736888518
0,1,1,0,0,1,1,0,1,0,0,0,0.3596452514924791,0.28706620724955645,0.3132653669716026
1,1,0,1,0,1,1,0,1,0,0,1,0.34187049381610346,0.2763930005128775,0.29828137265614596
0,1,0,1,0,1,1,1,1,1,0,1,0.36203012419164066,0.28295950996388913,0.3048453558443654
0,1,0,0,1,1,0,1,0,1,1,0,0.3644644287255181,0.2844953868078055,0.3091905380103927
1,1,1,1,0,0,0,0,0,0,0,1,0.3416160267567719,0.27363447917676853,0.29599605777844956
0,1,1,1,0,0,1,0,1,1,1,1,0.35593030895396877,0.2829399317749091,0.3091003760374178
0,1,0,0,0,1,0,1,1,0,0,1,0.3580546044915649,0.2807636214077401,0.30222318035369933
0,1,1,1,0,1,1,1,1,0,0,0,0.3583516252640003,0.28407449304474286,0.3037426447030916
1,1,0,0,1,1,1,1,1,0,0,0,0.3494726165712312,0.2760912120823687,0.29663378162575715
1,0,1,1,0,0,1,0,1,1,0,1,0.33739223043368916,0.27134857583467453,0.2944373730101306
1,0,0,1,1,1,1,0,1,1,1,0,0.34336168999274636,0.2773289903384989,0.3003950333743819
1,1,0,1,1,0,1,0,1,0,1,0,0.34805488492365944,0.2787687844474389,0.30297226325871474
1,0,1,0,0,0,1,0,0,1,1,1,0.33538570170122967,0.26962699491249653,0.29325879480315653
0,1,1,1,0,1,1,0,0,1,0,0,0.3544123147726503,0.2838833200000532,0.3070174386793103
1,0,1,1,0,0,1,1,0,1,0,1,0.33787805239727386,0.26679280827342844,0.28655149235671123
0,0,0,0,0,1,1,1,1,0,1,1,0.3615106020597335,0.28132466896922004,0.3074579600669311
0,1,0,0,1,0,0,0,0,0,0,0,0.36298798792546944,0.2896920735107996,0.31684894767834537
0,1,0,0,0,0,0,1,0,1,1,0,0.357365647856005,0.27962700560345555,0.30137276682441355
1,0,0,1,0,1,1,1,1,0,0,0,0.3370296158219446,0.26820785899681676,0.28635788594559697
0,1,1,1,0,0,0,0,0,0,1,1,0.36258223777043097,0.2888678406802473,0.3151676766452233
1,1,1,1,0,1,0,0,0,0,1,1,0.3435665756843719,0.27361855434261384,0.2973402224581269
1,1,0,1,1,0,1,1,1,0,1,1,0.3492488775278243,0.27558413684282856,0.2975026155430485
0,0,0,0,1,0,0,0,0,0,1,0,0.3641076190278591,0.2885825729132693,0.3158203559727742
0,1,0,0,1,0,1,0,1,0,1,0,0.3675702256035622,0.2921617577482528,0.3196625831543896
0,1,0,1,1,1,1,1,0,1,0,0,0.36378682224586134,0.286526938986995,0.3094316838515805
1,0,0,0,1,0,1,0,0,1,0,0,0.33620681562944826,0.2703389745926073,0.29405384595014505
0,1,0,0,0,0,1,1,1,0,0,0,0.3610830770152064,0.28520282603647573,0.30525736420608096
0,1,1,1,0,1,1,0,1,1,1,0,0.3603576075688735,0.2871694504767029,0.31338826235913364
0,1,0,1,1,1,1,1,0,0,0,1,0.364408846564219,0.28246680394717555,0.31306920640976044
0,0,1,0,1,1,0,1,0,1,0,0,0.3606538460091332,0.28307843724049325,0.30801344141320125
0,0,1,0,0,0,0,1,1,1,1,0,0.35184183137167524,0.2778664710486535,0.2974008112061506
1,1,1,1,0,0,0,1,0,0,0,1,0.34388222189212003,0.2728174090812999,0.29298837200735056
0,0,0,1,0,0,1,0,1,1,0,0,0.3528694109584253,0.28139337878609366,0.30542227354439794
1,0,1,0,0,1,0,1,0,0,0,0,0.3347127266150748,0.2678108671831424,0.2882135396984361
1,1,0,1,0,0,0,1,1,1,1,0,0.3505559840329216,0.2775345692540349,0.29945423814812133
0,0,0,0,0,0,0,0,1,1,1,0,0.36172295307961894,0.2892464308666454,0.31274920314651655
1,1,1,0,1,0,1,1,0,1,1,1,0.34503805304806956,0.27133085300174986,0.29496699094460754
1,1,0,1,0,0,0,1,1,0,0,1,0.3483608581459836,0.2736360535089396,0.29781064882316216
0,1,1,1,0,0,1,0,0,0,0,1,0.3550699668591518,0.282136787577411,0.3102277538756482
0,1,1,1,1,1,1,1,0,1,1,0,0.36687031003585685,0.2877165803317548,0.3134501954726983
1,1,1,0,1,1,1,0,1,1,0,0,0.3394832095855027,0.27299043998666267,0.29773548318509
1,1,1,1,1,0,0,0,0,0,1,0,0.3575390702848791,0.28391702173095223,0.3055761125587374
1,0,1,1,1,1,0,0,1,1,0,1,0.34543490768025487,0.2723278043014358,0.3027174695410015
0,0,0,1,0,1,0,0,1,0,1,1,0.3636207144174656,0.28830432822108704,0.3147226995717069
1,1,1,1,1,1,0,0,1,0,1,0,0.34914331187375436,0.278741008101113,0.3028322798458264
1,0,0,1,1,0,1,1,1,0,0,0,0.3451167939325308,0.2741767100075268,0.2965890388460531
1,0,1,0,0,0,1,1,1,1,0,0,0.3321849733981787,0.26596830896373935,0.28604879703960046
0,0,1,1,1,0,0,0,0,1,1,1,0.3634907433208123,0.28492908546378526,0.31352086472405494
1,1,1,0,1,1,1,1,0,0,0,1,0.34607213734629244,0.2734213302561924,0.2986952311277689
1,0,1,0,0,1,1,0,0,1,1,1,0.32917907898225457,0.26421016715792667,0.2842867481148202
0,1,0,1,1,1,1,0,1,0,0,0,0.3650075306833217,0.29191077497636825,0.31726691332605544
0,1,0,1,1,0,1,0,1,0,1,1,0.3714793824334546,0.29191892247818807,0.3205194126645778
1,1,1,1,1,0,0,1,0,1,1,0,0.3504952334405644,0.2754293205718456,0.2959326890759476
0,1,0,1,0,0,0,1,0,0,1,1,0.36306898321409126,0.2868562139050649,0.3081725582146294
0,0,1,1,0,0,0,1,0,1,1,1,0.36424702948780757,0.2838022654899434,0.30766949729181703
1,1,1,1,0,0,1,0,0,0,0,0,0.34025650614310227,0.2762527165039716,0.2975173273648258
1,0,0,1,1,0,0,0,0,1,0,1,0.34276109622467427,0.27155162427044466,0.29846646842422647
0,1,1,0,1,1,0,0,1,1,1,1,0.3589709758596879,0.2824700022032752,0.3109690330066475
0,1,1,0,1,0,1,1,0,0,0,0,0.3628959644754997,0.2859715893356743,0.30910984780693895
0,0,0,1,0,0,1,0,0,1,1,0,0.36392271732549303,0.2896206190544087,0.3159459640005792
1,0,0,1,1,0,0,0,0,1,1,1,0.339472868890546,0.2689146122025372,0.2955748550013061
1,0,0,0,1,1,0,0,0,1,1,1,0.3469432669456702,0.27540378021964396,0.30414282122733516
1,1,0,0,1,0,1,0,0,1,0,0,0.3547257294181272,0.2811278025462255,0.3019630960226661
0,0,1,1,1,1,1,0,0,0,0,0,0.35416566164456464,0.28201613688724503,0.30797423805029017
0,0,1,0,1,1,0,1,0,0,1,0,0.36427529117457325,0.28560643125956975,0.31107945298780504
0,1,0,0,1,1,1,1,0,0,1,0,0.3660117622399051,0.28720027434775086,0.31388771289584544
1,0,0,0,1,1,0,1,0,1,1,0,0.35458640893943427,0.28032232205081214,0.3041788933770171
0,1,1,0,0,0,1,1,1,0,1,0,0.35803649080163397,0.2841150322729486,0.3055404000259805
1,0,0,0,1,1,0,1,0,1,0,0,0.34693845435647275,0.27341584622546117,0.2973950157047467
1,1,0,1,0,0,1,0,0,1,1,0,0.3456215905812564,0.27863205878942454,0.30176589778160096
1,0,0,1,1,0,0,0,1,1,0,1,0.34315862585712276,0.2727211377095802,0.29926756620478207
1,0,1,0,0,1,0,1,0,0,0,1,0.33491687188878605,0.2672795140331163,0.28713289168685746
0,0,0,1,1,1,0,0,1,0,0,1,0.3667950585391327,0.2873007916574045,0.3185720431192342
