/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
1,1,0,0,0,0,0,0,0,0,0,0,31.394954681396484
0,1,0,0,0,0,0,0,0,0,0,0,46.3857421875
0,1,1,0,0,0,0,0,0,1,0,0,42.94873809814453
0,1,1,1,0,0,0,0,0,0,0,0,40.43711471557617
0,0,1,1,0,1,1,1,0,0,0,0,35.293479919433594
0,0,0,1,0,1,1,1,0,0,1,0,35.34599304199219
0,1,0,1,1,0,1,1,0,0,1,0,35.36658477783203
0,1,1,0,0,0,1,0,0,0,0,1,42.04829788208008
0,0,1,1,1,1,1,1,1,0,0,1,34.82100296020508
1,1,1,1,1,0,0,1,0,1,0,0,29.3033504486084
1,0,1,0,0,1,0,0,0,0,0,1,30.988887786865234
0,1,0,0,0,0,0,0,0,0,1,0,43.55427169799805
1,0,0,1,1,1,0,1,1,1,0,0,29.323352813720703
1,1,0,1,1,1,1,0,1,1,1,1,30.237442016601562
0,1,1,1,1,1,1,1,1,0,1,1,34.42029571533203
0,1,1,1,0,1,0,0,0,0,0,1,39.25469207763672
0,0,0,1,0,0,0,0,0,0,1,0,41.115394592285156
0,0,0,1,0,1,0,0,1,0,1,1,39.10011672973633
0,1,1,0,1,1,0,1,0,1,0,0,37.74071502685547
0,0,0,0,1,1,0,0,0,1,1,1,42.2722282409668
1,0,0,1,0,0,0,1,1,1,1,0,29.164098739624023
1,0,0,0,1,0,1,1,1,0,0,1,30.203933715820312
1,0,0,1,0,0,1,0,1,0,1,1,30.320507049560547
1,0,1,1,0,1,1,1,1,1,0,0,29.21205711364746
1,0,1,1,1,0,1,1,0,1,1,0,29.278736114501953
0,0,0,1,1,0,0,0,0,0,0,0,42.19013214111328
0,0,0,0,0,1,0,0,0,0,1,0,44.700138092041016
0,1,1,0,1,0,0,0,1,1,1,0,40.600616455078125
0,0,1,0,0,0,0,0,0,0,1,0,44.35874557495117
0,1,0,0,1,1,1,1,1,1,1,0,37.4932975769043
1,1,1,0,0,1,0,1,1,0,1,0,29.960063934326172
1,1,0,1,1,0,1,0,1,1,1,0,30.223459243774414
1,0,0,0,0,0,0,0,0,0,1,0,31.3345947265625
1,1,1,0,1,0,1,0,1,1,0,1,30.861942291259766
