/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
1,1,0,1,1,1,1,1,0,0,1,1,0.34088781476020813
1,1,0,0,1,1,1,1,1,1,1,1,0.3045232892036438
1,1,0,0,1,1,0,0,0,0,0,1,0.27245479822158813
1,1,1,1,0,1,1,1,1,0,0,0,0.3374939560890198
1,0,0,0,1,0,1,1,1,1,1,1,0.30307772755622864
0,0,1,1,1,0,0,1,0,0,1,0,0.16301944851875305
0,1,0,0,0,1,1,1,0,0,1,0,0.11651457846164703
0,0,1,0,1,0,0,0,1,1,1,0,0.07217979431152344
1,1,1,0,1,1,0,1,0,1,1,1,0.3112355172634125
0,0,1,0,1,1,0,1,1,0,1,1,0.12923133373260498
0,0,0,0,1,0,0,1,1,0,0,0,0.09859547764062881
1,1,0,0,0,0,0,0,1,1,1,1,0.28039953112602234
1,0,1,0,1,1,1,0,1,0,1,1,0.2793850004673004
1,0,0,0,1,0,0,0,0,1,0,1,0.26217639446258545
1,0,1,0,1,0,1,1,1,1,0,0,0.303300678730011
0,1,1,1,1,1,1,1,0,1,1,0,0.1772429496049881
0,1,0,0,1,0,1,1,1,0,0,1,0.1117648333311081
1,0,1,1,0,1,0,1,1,1,1,1,0.3398754894733429
0,0,0,1,0,0,1,0,0,0,1,0,0.08495394140481949
1,0,1,0,1,0,0,1,0,0,1,1,0.302751362323761
1,0,0,1,1,0,0,1,0,1,0,0,0.3266996443271637
0,1,1,0,1,1,1,1,1,1,1,1,0.13964861631393433
0,0,1,0,1,0,1,1,0,0,0,0,0.10333271324634552
0,1,0,1,0,0,1,1,1,1,0,0,0.16685332357883453
0,1,1,0,1,0,0,0,0,0,1,1,0.0886317640542984
