/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,output0,output1
0,0,1,0,0,0,1,0,0,0,1,0,0.031253617256879807,0.024347882717847824
0,0,1,1,1,1,1,1,0,1,1,1,0.08218063414096832,0.03918986767530441
1,1,1,1,0,1,1,0,1,1,1,1,0.25210443139076233,0.1573488861322403
1,0,0,0,1,0,0,0,0,0,1,0,0.2492259293794632,0.14907832443714142
1,1,0,1,1,1,1,1,0,0,0,0,0.25294509530067444,0.15418538451194763
0,1,1,0,0,0,1,1,0,0,0,0,0.044256292283535004,0.03288280591368675
1,1,1,1,0,0,0,0,0,1,0,1,0.24960407614707947,0.1529100239276886
0,1,0,1,0,1,0,0,0,1,0,1,0.0654531940817833,0.03591758385300636
0,1,0,1,0,1,1,1,1,1,0,0,0.06342688947916031,0.04420805722475052
1,0,1,1,1,1,0,1,1,1,1,0,0.25297650694847107,0.15430735051631927
0,1,1,1,1,0,0,0,0,1,0,0,0.08830632269382477,0.03475579991936684
1,0,0,1,0,1,1,1,0,1,1,0,0.24524247646331787,0.15320667624473572
1,0,1,0,0,0,1,0,0,1,1,1,0.24584786593914032,0.15163281559944153
1,1,0,0,1,0,0,0,1,1,1,0,0.257089227437973,0.15672722458839417
0,1,0,1,0,0,0,1,0,1,0,0,0.06262251734733582,0.03803589940071106
1,0,0,0,0,0,0,0,0,1,0,0,0.24341735243797302,0.14913514256477356
0,1,0,1,0,0,0,1,1,1,0,1,0.06465570628643036,0.041704583913087845
0,0,0,0,1,0,1,1,1,0,0,0,0.036396242678165436,0.024897033348679543
0,0,0,0,1,0,1,0,0,1,0,0,0.061361752450466156,0.02740287408232689
0,0,1,1,1,0,0,1,0,1,1,1,0.08128093183040619,0.03377559036016464
1,1,1,0,1,0,1,0,0,0,0,0,0.2537883222103119,0.15239210426807404
0,0,1,1,1,0,1,0,1,0,1,0,0.06980304419994354,0.03257264941930771
1,0,0,1,1,0,0,0,0,0,1,1,0.2508543133735657,0.15021006762981415
